Date,Ticker,Final_Sentiment,Article_Count
2022-05-02,GOOGL,0.8242,1
2022-05-03,GOOGL,0.7949,2
2022-05-04,GOOGL,0.9436,1
2022-05-05,GOOGL,-0.9679,2
2022-05-06,GOOGL,-0.0101,3
2022-05-07,GOOGL,0.0,1
2022-05-08,GOOGL,0.0,2
2022-05-09,GOOGL,-0.9725,1
2022-05-10,GOOGL,-0.8985,4
2022-05-11,GOOGL,0.0843,3
2022-05-12,GOOGL,-0.2996,3
2022-05-13,GOOGL,0.465,4
2022-05-14,GOOGL,0.0,0
2022-05-15,GOOGL,0.8124,1
2022-05-16,GOOGL,-0.971,1
2022-05-17,GOOGL,0.0,0
2022-05-18,GOOGL,-0.4854,2
2022-05-19,GOOGL,-0.0885,2
2022-05-20,GOOGL,0.0213,2
2022-05-21,GOOGL,-0.9724,1
2022-05-22,GOOGL,0.0,0
2022-05-23,GOOGL,0.0,0
2022-05-24,GOOGL,-0.9717,2
2022-05-25,GOOGL,0.0,1
2022-05-26,GOOGL,0.0,0
2022-05-27,GOOGL,0.0,2
2022-05-28,GOOGL,0.0,0
2022-05-29,GOOGL,-0.4425,2
2022-05-30,GOOGL,0.0,2
2022-05-31,GOOGL,-0.3249,2
2022-06-01,GOOGL,0.0,3
2022-06-02,GOOGL,-0.2756,3
2022-06-03,GOOGL,0.0,0
2022-06-04,GOOGL,0.0,0
2022-06-05,GOOGL,0.0,0
2022-06-06,GOOGL,0.0,0
2022-06-07,GOOGL,0.3881,5
2022-06-08,GOOGL,0.0,2
2022-06-09,GOOGL,0.0,0
2022-06-10,GOOGL,0.0,1
2022-06-11,GOOGL,0.0,1
2022-06-12,GOOGL,-0.3132,1
2022-06-13,GOOGL,-0.4711,2
2022-06-14,GOOGL,0.0,3
2022-06-15,GOOGL,-0.8175,1
2022-06-16,GOOGL,-0.1003,3
2022-06-17,GOOGL,-0.0086,4
2022-06-18,GOOGL,0.0,0
2022-06-19,GOOGL,0.0,0
2022-06-20,GOOGL,0.0,3
2022-06-21,GOOGL,0.1563,2
2022-06-22,GOOGL,-0.3986,3
2022-06-23,GOOGL,0.0,1
2022-06-24,GOOGL,0.0,0
2022-06-25,GOOGL,-0.2793,1
2022-06-26,GOOGL,0.0,0
2022-06-27,GOOGL,-0.4859,4
2022-06-28,GOOGL,-0.0324,3
2022-06-29,GOOGL,0.0,2
2022-06-30,GOOGL,-0.6496,3
2022-07-01,GOOGL,0.4032,2
2022-07-02,GOOGL,0.0,0
2022-07-03,GOOGL,0.0,0
2022-07-04,GOOGL,0.3108,1
2022-07-05,GOOGL,-0.6902,2
2022-07-06,GOOGL,0.0,2
2022-07-07,GOOGL,-0.3496,2
2022-07-08,GOOGL,-0.5895,2
2022-07-09,GOOGL,0.0,0
2022-07-10,GOOGL,-0.4988,2
2022-07-11,GOOGL,-0.5138,3
2022-07-12,GOOGL,-0.3245,3
2022-07-13,GOOGL,0.0,0
2022-07-14,GOOGL,0.0,0
2022-07-15,GOOGL,0.0,1
2022-07-16,GOOGL,0.0,0
2022-07-17,GOOGL,0.0,0
2022-07-18,GOOGL,-0.9328,2
2022-07-19,GOOGL,0.0,0
2022-07-20,GOOGL,-0.226,3
2022-07-21,GOOGL,0.0,2
2022-07-22,GOOGL,-0.9716,2
2022-07-23,GOOGL,0.0,0
2022-07-24,GOOGL,-0.483,2
2022-07-25,GOOGL,-0.9512,1
2022-07-26,GOOGL,-0.2153,1
2022-07-27,GOOGL,0.0,0
2022-07-28,GOOGL,0.0,0
2022-07-29,GOOGL,0.47,2
2022-07-30,GOOGL,0.0,0
2022-07-31,GOOGL,0.0,0
2022-08-01,GOOGL,-0.3226,3
2022-08-02,GOOGL,0.0692,3
2022-08-03,GOOGL,0.0,0
2022-08-04,GOOGL,-0.0051,1
2022-08-05,GOOGL,0.1333,3
2022-08-06,GOOGL,-0.9702,1
2022-08-07,GOOGL,0.0,0
2022-08-08,GOOGL,-0.0087,2
2022-08-09,GOOGL,0.0,1
2022-08-10,GOOGL,-0.3389,1
2022-08-11,GOOGL,0.0,0
2022-08-12,GOOGL,-0.448,2
2022-08-13,GOOGL,0.0,0
2022-08-14,GOOGL,0.0,1
2022-08-15,GOOGL,0.0,0
2022-08-16,GOOGL,0.0,0
2022-08-17,GOOGL,0.0,0
2022-08-18,GOOGL,-0.4179,4
2022-08-19,GOOGL,0.0,1
2022-08-20,GOOGL,0.0,0
2022-08-21,GOOGL,-0.9271,2
2022-08-22,GOOGL,-0.6477,3
2022-08-23,GOOGL,0.0,1
2022-08-24,GOOGL,0.3972,2
2022-08-25,GOOGL,0.0,1
2022-08-26,GOOGL,0.0,0
2022-08-27,GOOGL,0.4793,1
2022-08-28,GOOGL,0.0,0
2022-08-29,GOOGL,0.3118,3
2022-08-30,GOOGL,0.0,2
2022-08-31,GOOGL,0.0,1
2022-09-01,GOOGL,0.0,0
2022-09-02,GOOGL,-0.2678,1
2022-09-03,GOOGL,0.191,2
2022-09-04,GOOGL,-0.9545,1
2022-09-05,GOOGL,0.0,4
2022-09-06,GOOGL,0.2639,4
2022-09-07,GOOGL,0.2887,2
2022-09-08,GOOGL,0.0,2
2022-09-09,GOOGL,0.0,2
2022-09-10,GOOGL,0.0,1
2022-09-11,GOOGL,-0.0907,3
2022-09-12,GOOGL,0.0,4
2022-09-13,GOOGL,0.1276,2
2022-09-14,GOOGL,-0.0596,4
2022-09-15,GOOGL,-0.5216,3
2022-09-16,GOOGL,0.0,1
2022-09-17,GOOGL,0.0,0
2022-09-18,GOOGL,0.0,1
2022-09-19,GOOGL,0.0,0
2022-09-20,GOOGL,0.0,0
2022-09-21,GOOGL,0.0,0
2022-09-22,GOOGL,0.0,0
2022-09-23,GOOGL,0.0,0
2022-09-24,GOOGL,0.0,0
2022-09-25,GOOGL,0.0,0
2022-09-26,GOOGL,0.0,0
2022-09-27,GOOGL,0.0,0
2022-09-28,GOOGL,0.0,0
2022-09-29,GOOGL,0.0,0
2022-09-30,GOOGL,0.0,0
2022-10-01,GOOGL,0.8089,1
2022-10-02,GOOGL,0.0314,2
2022-10-03,GOOGL,-0.3521,1
2022-10-04,GOOGL,-0.4108,1
2022-10-05,GOOGL,0.0,3
2022-10-06,GOOGL,0.0,0
2022-10-07,GOOGL,-0.9667,1
2022-10-08,GOOGL,0.0,1
2022-10-09,GOOGL,0.0,1
2022-10-10,GOOGL,-0.1006,2
2022-10-11,GOOGL,0.2067,5
2022-10-12,GOOGL,-0.2405,4
2022-10-13,GOOGL,0.1601,4
2022-10-14,GOOGL,0.0,1
2022-10-15,GOOGL,0.0,0
2022-10-16,GOOGL,0.0,0
2022-10-17,GOOGL,-0.2906,3
2022-10-18,GOOGL,0.0,3
2022-10-19,GOOGL,0.0,0
2022-10-20,GOOGL,-0.6164,3
2022-10-21,GOOGL,0.0,0
2022-10-22,GOOGL,-0.4808,1
2022-10-23,GOOGL,0.7559,1
2022-10-24,GOOGL,-0.3269,1
2022-10-25,GOOGL,-0.2568,3
2022-10-26,GOOGL,0.0,0
2022-10-27,GOOGL,-0.9703,1
2022-10-28,GOOGL,-0.6117,2
2022-10-29,GOOGL,0.0,1
2022-10-30,GOOGL,0.0,0
2022-10-31,GOOGL,0.0,0
2022-11-01,GOOGL,-0.9754,1
2022-11-02,GOOGL,0.0,1
2022-11-03,GOOGL,0.0,1
2022-11-04,GOOGL,-0.1232,3
2022-11-05,GOOGL,0.2089,1
2022-11-06,GOOGL,0.0,0
2022-11-07,GOOGL,-0.4548,2
2022-11-08,GOOGL,0.5205,2
2022-11-09,GOOGL,-0.5967,1
2022-11-10,GOOGL,0.0,0
2022-11-11,GOOGL,0.6845,1
2022-11-12,GOOGL,-0.0201,1
2022-11-13,GOOGL,-0.4656,2
2022-11-14,GOOGL,-0.3015,4
2022-11-15,GOOGL,-0.1763,1
2022-11-16,GOOGL,0.0463,2
2022-11-17,GOOGL,-0.0834,3
2022-11-18,GOOGL,0.2853,1
2022-11-19,GOOGL,-0.7785,1
2022-11-20,GOOGL,0.0,1
2022-11-21,GOOGL,-0.7031,3
2022-11-22,GOOGL,-0.0156,2
2022-11-23,GOOGL,-0.1274,3
2022-11-24,GOOGL,0.1606,2
2022-11-25,GOOGL,-0.484,2
2022-11-26,GOOGL,-0.4498,1
2022-11-27,GOOGL,0.4551,3
2022-11-28,GOOGL,-0.2467,1
2022-11-29,GOOGL,0.0,2
2022-11-30,GOOGL,0.0,0
2022-12-01,GOOGL,0.953,1
2022-12-02,GOOGL,-0.9732,1
2022-12-03,GOOGL,0.0,2
2022-12-04,GOOGL,0.0,0
2022-12-05,GOOGL,0.0,0
2022-12-06,GOOGL,-0.9726,1
2022-12-07,GOOGL,0.0,0
2022-12-08,GOOGL,0.1727,3
2022-12-09,GOOGL,0.1598,2
2022-12-10,GOOGL,0.0,0
2022-12-11,GOOGL,-0.6462,3
2022-12-12,GOOGL,0.0,0
2022-12-13,GOOGL,0.3245,3
2022-12-14,GOOGL,-0.0039,2
2022-12-15,GOOGL,-0.4656,2
2022-12-16,GOOGL,0.0,0
2022-12-17,GOOGL,0.0,0
2022-12-18,GOOGL,0.0,1
2022-12-19,GOOGL,-0.9529,2
2022-12-20,GOOGL,0.0,3
2022-12-21,GOOGL,0.3776,4
2022-12-22,GOOGL,-0.0244,3
2022-12-23,GOOGL,0.3875,3
2022-12-24,GOOGL,0.0,0
2022-12-25,GOOGL,0.0,0
2022-12-26,GOOGL,-0.3213,3
2022-12-27,GOOGL,-0.9721,3
2022-12-28,GOOGL,0.0,2
2022-12-29,GOOGL,0.8606,1
2022-12-30,GOOGL,0.0,1
2022-12-31,GOOGL,0.6345,2
2023-01-01,GOOGL,0.5502,3
2023-01-02,GOOGL,0.1954,3
2023-01-03,GOOGL,0.2098,3
2023-01-04,GOOGL,0.0901,4
2023-01-05,GOOGL,-0.5074,3
2023-01-06,GOOGL,0.0843,2
2023-01-07,GOOGL,-0.8402,2
2023-01-08,GOOGL,0.0,1
2023-01-09,GOOGL,0.0,1
2023-01-10,GOOGL,-0.7,1
2023-01-11,GOOGL,-0.2643,4
2023-01-12,GOOGL,-0.2081,3
2023-01-13,GOOGL,0.1668,3
2023-01-14,GOOGL,0.0,0
2023-01-15,GOOGL,-0.2494,2
2023-01-16,GOOGL,0.3163,3
2023-01-17,GOOGL,-0.6722,2
2023-01-18,GOOGL,0.3376,4
2023-01-19,GOOGL,0.0,0
2023-01-20,GOOGL,-0.7367,2
2023-01-21,GOOGL,-0.7639,2
2023-01-22,GOOGL,-0.0897,4
2023-01-23,GOOGL,0.0,1
2023-01-24,GOOGL,-0.3985,2
2023-01-25,GOOGL,-0.3352,2
2023-01-26,GOOGL,0.7872,1
2023-01-27,GOOGL,0.3815,2
2023-01-28,GOOGL,0.0,0
2023-01-29,GOOGL,0.0,2
2023-01-30,GOOGL,-0.3591,1
2023-01-31,GOOGL,0.6644,3
2023-02-01,GOOGL,0.8813,1
2023-02-02,GOOGL,0.0,0
2023-02-03,GOOGL,0.0,0
2023-02-04,GOOGL,0.0,0
2023-02-05,GOOGL,0.0,0
2023-02-06,GOOGL,0.0,0
2023-02-07,GOOGL,0.0,0
2023-02-08,GOOGL,0.0,0
2023-02-09,GOOGL,0.0,0
2023-02-10,GOOGL,0.0,0
2023-02-11,GOOGL,0.0,0
2023-02-12,GOOGL,0.0,0
2023-02-13,GOOGL,0.0,0
2023-02-14,GOOGL,0.0,0
2023-02-15,GOOGL,0.0,0
2023-02-16,GOOGL,0.0,0
2023-02-17,GOOGL,0.0,0
2023-02-18,GOOGL,0.0,0
2023-02-19,GOOGL,0.0,0
2023-02-20,GOOGL,0.0,0
2023-02-21,GOOGL,0.0,0
2023-02-22,GOOGL,0.0,0
2023-02-23,GOOGL,0.0,0
2023-02-24,GOOGL,0.0,0
2023-02-25,GOOGL,0.0,0
2023-02-26,GOOGL,0.0,0
2023-02-27,GOOGL,0.0,0
2023-02-28,GOOGL,0.0,0
2023-03-01,GOOGL,0.0,0
2023-03-02,GOOGL,0.0,0
2023-03-03,GOOGL,0.0,0
2023-03-04,GOOGL,0.0,0
2023-03-05,GOOGL,0.0,0
2023-03-06,GOOGL,0.0,0
2023-03-07,GOOGL,0.0,0
2023-03-08,GOOGL,0.0,0
2023-03-09,GOOGL,0.0,0
2023-03-10,GOOGL,0.0,0
2023-03-11,GOOGL,0.0,0
2023-03-12,GOOGL,0.0,0
2023-03-13,GOOGL,0.0,0
2023-03-14,GOOGL,0.0,0
2023-03-15,GOOGL,0.0,0
2023-03-16,GOOGL,0.0,0
2023-03-17,GOOGL,0.0,0
2023-03-18,GOOGL,0.0,0
2023-03-19,GOOGL,0.0,0
2023-03-20,GOOGL,0.0,0
2023-03-21,GOOGL,0.0,0
2023-03-22,GOOGL,0.0,0
2023-03-23,GOOGL,0.0,0
2023-03-24,GOOGL,0.0,0
2023-03-25,GOOGL,0.0,0
2023-03-26,GOOGL,0.0,0
2023-03-27,GOOGL,0.0,0
2023-03-28,GOOGL,0.0,0
2023-03-29,GOOGL,0.0,0
2023-03-30,GOOGL,0.0,0
2023-03-31,GOOGL,0.0,0
2023-04-01,GOOGL,-0.2923,3
2023-04-02,GOOGL,-0.3874,2
2023-04-03,GOOGL,-0.1398,4
2023-04-04,GOOGL,-0.5751,2
2023-04-05,GOOGL,-0.9484,2
2023-04-06,GOOGL,-0.1471,3
2023-04-07,GOOGL,0.2352,3
2023-04-08,GOOGL,-0.3359,4
2023-04-09,GOOGL,0.0,1
2023-04-10,GOOGL,0.2115,4
2023-04-11,GOOGL,-0.3384,2
2023-04-12,GOOGL,0.0,0
2023-04-13,GOOGL,0.3977,4
2023-04-14,GOOGL,0.7772,1
2023-04-15,GOOGL,0.0,2
2023-04-16,GOOGL,-0.1042,5
2023-04-17,GOOGL,-0.5349,2
2023-04-18,GOOGL,0.2188,3
2023-04-19,GOOGL,-0.2404,3
2023-04-20,GOOGL,0.0,2
2023-04-21,GOOGL,-0.3468,4
2023-04-22,GOOGL,0.0,0
2023-04-23,GOOGL,-0.9339,2
2023-04-24,GOOGL,0.525,2
2023-04-25,GOOGL,-0.6008,2
2023-04-26,GOOGL,-0.6405,3
2023-04-27,GOOGL,0.0,0
2023-04-28,GOOGL,0.0,1
2023-04-29,GOOGL,0.0,0
2023-04-30,GOOGL,0.1035,3
2023-05-01,GOOGL,-0.4097,1
2023-05-02,GOOGL,-0.1084,1
2023-05-03,GOOGL,-0.5467,1
2023-05-04,GOOGL,0.0,2
2023-05-05,GOOGL,0.0,2
2023-05-06,GOOGL,-0.1016,3
2023-05-07,GOOGL,0.0,0
2023-05-08,GOOGL,0.1187,4
2023-05-09,GOOGL,0.0917,4
2023-05-10,GOOGL,0.2162,4
2023-05-11,GOOGL,-0.3608,2
2023-05-12,GOOGL,0.0,0
2023-05-13,GOOGL,0.253,2
2023-05-14,GOOGL,0.128,3
2023-05-15,GOOGL,0.0,1
2023-05-16,GOOGL,-0.6406,3
2023-05-17,GOOGL,0.0024,2
2023-05-18,GOOGL,0.0,2
2023-05-19,GOOGL,0.0,2
2023-05-20,GOOGL,0.0615,3
2023-05-21,GOOGL,0.0,0
2023-05-22,GOOGL,0.0,0
2023-05-23,GOOGL,-0.015,2
2023-05-24,GOOGL,0.0461,2
2023-05-25,GOOGL,0.0,0
2023-05-26,GOOGL,0.3413,5
2023-05-27,GOOGL,0.0,0
2023-05-28,GOOGL,-0.1701,4
2023-05-29,GOOGL,-0.0776,3
2023-05-30,GOOGL,0.472,2
2023-05-31,GOOGL,0.1537,3
2023-06-01,GOOGL,-0.0497,5
2023-06-02,GOOGL,0.0948,2
2023-06-03,GOOGL,0.4716,2
2023-06-04,GOOGL,0.0,1
2023-06-05,GOOGL,-0.6683,1
2023-06-06,GOOGL,0.0,2
2023-06-07,GOOGL,0.0,1
2023-06-08,GOOGL,0.0,2
2023-06-09,GOOGL,0.0,0
2023-06-10,GOOGL,0.4504,1
2023-06-11,GOOGL,0.0,2
2023-06-12,GOOGL,0.0,3
2023-06-13,GOOGL,0.906,1
2023-06-14,GOOGL,0.4726,2
2023-06-15,GOOGL,0.0,0
2023-06-16,GOOGL,-0.06,3
2023-06-17,GOOGL,0.0,0
2023-06-18,GOOGL,0.0,0
2023-06-19,GOOGL,0.7419,1
2023-06-20,GOOGL,-0.1814,2
2023-06-21,GOOGL,-0.182,2
2023-06-22,GOOGL,0.9131,1
2023-06-23,GOOGL,0.1036,3
2023-06-24,GOOGL,0.3162,2
2023-06-25,GOOGL,0.0,0
2023-06-26,GOOGL,-0.7561,2
2023-06-27,GOOGL,-0.351,4
2023-06-28,GOOGL,0.0,0
2023-06-29,GOOGL,0.3479,3
2023-06-30,GOOGL,0.0,1
2023-07-01,GOOGL,0.0,1
2023-07-02,GOOGL,0.0,1
2023-07-03,GOOGL,0.0,2
2023-07-04,GOOGL,0.8458,1
2023-07-05,GOOGL,0.6162,1
2023-07-06,GOOGL,-0.1471,3
2023-07-07,GOOGL,0.0,0
2023-07-08,GOOGL,-0.9274,1
2023-07-09,GOOGL,0.0,0
2023-07-10,GOOGL,0.0,0
2023-07-11,GOOGL,0.0,2
2023-07-12,GOOGL,-0.0733,2
2023-07-13,GOOGL,0.0,0
2023-07-14,GOOGL,0.0,1
2023-07-15,GOOGL,0.0,1
2023-07-16,GOOGL,0.941,1
2023-07-17,GOOGL,0.0,0
2023-07-18,GOOGL,0.4416,1
2023-07-19,GOOGL,0.0,1
2023-07-20,GOOGL,0.4688,1
2023-07-21,GOOGL,0.0,1
2023-07-22,GOOGL,0.0,0
2023-07-23,GOOGL,0.0,1
2023-07-24,GOOGL,0.0,0
2023-07-25,GOOGL,0.9311,2
2023-07-26,GOOGL,-0.0427,4
2023-07-27,GOOGL,0.5098,2
2023-07-28,GOOGL,0.0,0
2023-07-29,GOOGL,0.0,0
2023-07-30,GOOGL,0.0,2
2023-07-31,GOOGL,0.0,0
2023-08-01,GOOGL,-0.3899,2
2023-08-02,GOOGL,0.0,0
2023-08-03,GOOGL,0.0,0
2023-08-04,GOOGL,0.0,0
2023-08-05,GOOGL,0.0,0
2023-08-06,GOOGL,0.0,0
2023-08-07,GOOGL,0.0,0
2023-08-08,GOOGL,0.0,0
2023-08-09,GOOGL,0.0,0
2023-08-10,GOOGL,0.0,0
2023-08-11,GOOGL,0.0,0
2023-08-12,GOOGL,0.0,0
2023-08-13,GOOGL,0.0,0
2023-08-14,GOOGL,0.0,0
2023-08-15,GOOGL,0.0,0
2023-08-16,GOOGL,0.0,0
2023-08-17,GOOGL,0.0,0
2023-08-18,GOOGL,0.0,0
2023-08-19,GOOGL,0.0,0
2023-08-20,GOOGL,0.0,0
2023-08-21,GOOGL,0.0,0
2023-08-22,GOOGL,0.0,0
2023-08-23,GOOGL,0.0,0
2023-08-24,GOOGL,0.0,0
2023-08-25,GOOGL,0.0,0
2023-08-26,GOOGL,0.0,0
2023-08-27,GOOGL,0.0,0
2023-08-28,GOOGL,0.0,0
2023-08-29,GOOGL,0.0,0
2023-08-30,GOOGL,0.0,0
2023-08-31,GOOGL,0.0,0
2023-09-01,GOOGL,0.0,0
2023-09-02,GOOGL,0.0,0
2023-09-03,GOOGL,0.0,0
2023-09-04,GOOGL,0.0,0
2023-09-05,GOOGL,0.0,0
2023-09-06,GOOGL,0.0,0
2023-09-07,GOOGL,0.0,0
2023-09-08,GOOGL,0.0,0
2023-09-09,GOOGL,0.0,0
2023-09-10,GOOGL,0.0,0
2023-09-11,GOOGL,0.0,0
2023-09-12,GOOGL,0.0,0
2023-09-13,GOOGL,0.0,0
2023-09-14,GOOGL,0.0,0
2023-09-15,GOOGL,0.0,0
2023-09-16,GOOGL,0.0,0
2023-09-17,GOOGL,0.0,0
2023-09-18,GOOGL,0.0,0
2023-09-19,GOOGL,0.0,0
2023-09-20,GOOGL,0.0,0
2023-09-21,GOOGL,0.0,0
2023-09-22,GOOGL,0.0,0
2023-09-23,GOOGL,0.0,0
2023-09-24,GOOGL,0.0,0
2023-09-25,GOOGL,0.0,0
2023-09-26,GOOGL,0.0,0
2023-09-27,GOOGL,0.0,0
2023-09-28,GOOGL,0.0,0
2023-09-29,GOOGL,0.0,0
2023-09-30,GOOGL,0.0,0
2023-10-01,GOOGL,0.0,0
2023-10-02,GOOGL,-0.3718,2
2023-10-03,GOOGL,0.0,2
2023-10-04,GOOGL,0.0295,1
2023-10-05,GOOGL,0.2489,2
2023-10-06,GOOGL,-0.1847,2
2023-10-07,GOOGL,0.1811,3
2023-10-08,GOOGL,0.0,2
2023-10-09,GOOGL,-0.2524,3
2023-10-10,GOOGL,0.14,4
2023-10-11,GOOGL,0.1828,3
2023-10-12,GOOGL,0.0,0
2023-10-13,GOOGL,0.3466,1
2023-10-14,GOOGL,-0.4212,5
2023-10-15,GOOGL,0.0,0
2023-10-16,GOOGL,-0.0167,3
2023-10-17,GOOGL,-0.1421,2
2023-10-18,GOOGL,-0.2139,2
2023-10-19,GOOGL,0.679,1
2023-10-20,GOOGL,0.8012,1
2023-10-21,GOOGL,0.863,1
2023-10-22,GOOGL,0.9282,1
2023-10-23,GOOGL,0.0,1
2023-10-24,GOOGL,-0.5693,5
2023-10-25,GOOGL,-0.9742,2
2023-10-26,GOOGL,0.0,0
2023-10-27,GOOGL,-0.6288,3
2023-10-28,GOOGL,0.0,0
2023-10-29,GOOGL,-0.9542,1
2023-10-30,GOOGL,0.1741,3
2023-10-31,GOOGL,0.0,1
2023-11-01,GOOGL,0.2525,4
2023-11-02,GOOGL,0.0,0
2023-11-03,GOOGL,-0.0035,4
2023-11-04,GOOGL,0.0,1
2023-11-05,GOOGL,-0.5964,1
2023-11-06,GOOGL,0.1411,4
2023-11-07,GOOGL,-0.2179,2
2023-11-08,GOOGL,-0.3146,3
2023-11-09,GOOGL,0.0,0
2023-11-10,GOOGL,0.148,2
2023-11-11,GOOGL,0.0,1
2023-11-12,GOOGL,-0.7797,2
2023-11-13,GOOGL,0.0,0
2023-11-14,GOOGL,0.5158,2
2023-11-15,GOOGL,-0.1399,3
2023-11-16,GOOGL,0.0,2
2023-11-17,GOOGL,-0.6219,2
2023-11-18,GOOGL,0.0,2
2023-11-19,GOOGL,0.0,0
2023-11-20,GOOGL,0.5283,3
2023-11-21,GOOGL,0.0,1
2023-11-22,GOOGL,-0.4609,2
2023-11-23,GOOGL,0.3861,2
2023-11-24,GOOGL,-0.4736,1
2023-11-25,GOOGL,0.0,0
2023-11-26,GOOGL,0.9305,1
2023-11-27,GOOGL,0.3157,2
2023-11-28,GOOGL,0.0211,3
2023-11-29,GOOGL,0.0018,3
2023-11-30,GOOGL,-0.4126,3
2023-12-01,GOOGL,-0.0687,4
2023-12-02,GOOGL,-0.0184,2
2023-12-03,GOOGL,-0.0034,4
2023-12-04,GOOGL,0.9364,1
2023-12-05,GOOGL,0.0,0
2023-12-06,GOOGL,-0.0569,4
2023-12-07,GOOGL,0.3017,3
2023-12-08,GOOGL,0.2638,3
2023-12-09,GOOGL,0.0723,3
